cnpj_base,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,pais,data_inicio_atividade,cnae_principal,cnaes_secundarios,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,ddd1,telefone1,ddd2,telefone2,ddd_fax,fax,email1,email2,email3
60037447,2864,65,2,LOJA LTDA,02,20140519,,,,20020117,9793380,"4358509,1571107,3086213",TRAVESSA,DOS ANDRADAS,6571,FUNDOS,SÃO JOSÉ,77466-483,TO,1721000,63,45012177,63,67601011,,,contato@lojaltdapalmas.com.br,,
89268938,4147,14,1,GLOBAL POPULAR,02,20130514,REGULARIZACAO,,,20060618,1705475,"1424226,6613201,5117923,5338843",ALAMEDA,GETULIO VARGAS,6788,SALA 101,SANTO ANTÔNIO,38986-966,MG,3170206,34,64191140,,,,,contato@globalpopulauberlâ.com.br,,
60251070,2360,41,1,MERCADINHO EXPRESS,08,20131026,REORGANIZACAO SOCIETARIA,,,20120711,5730741,"1211830,2906039,2455465",RODOVIA,DOS ANDRADAS,7286,SALA 101,SANTO ANTÔNIO,36458-989,MG,3136702,32,24447441,,,,,contato@mercadinhoexjuizde.com.br,,
79557591,5753,41,2,BRASIL DO BAIRRO,08,20081030,MUDANCA ENDERECO,,,20251229,6494339,"9002619,7396567",AVENIDA,GETULIO VARGAS,3274,LOJA 2,BOA VISTA,86812-390,PR,4113700,43,46317295,,,43,68152072,contato@brasildobairlondri.com.br,,
75998646,9777,98,1,ALFA ME,02,20010922,REORGANIZACAO SOCIETARIA,,,20140329,1863663,6783182,TRAVESSA,PAULISTA,988,FUNDOS,BOA VISTA,87698-881,PR,4115200,44,51792249,,,,,contato@alfamemaring.com.br,,
49133346,4359,84,1,GLOBAL POPULAR,08,20180128,MUDANCA ENDERECO,,,20210809,8116355,"2124905,6538917",RODOVIA,RIO BRANCO,9383,GALPAO,JARDIM AMÉRICA,66374-032,PA,1501402,91,57297780,,,,,contato@globalpopulabelém.com.br,contato@globalpopulabelém.com.br,
46692999,5473,69,2,GAMA LTDA,02,20041209,REGULARIZACAO,,,20080510,6181057,"6037285,2908802,7941447,5077716",AVENIDA,PAULISTA,7980,LOJA 2,JARDIM AMÉRICA,89925-516,SC,4209102,47,44721707,,,,,contato@gamaltdajoinvi.com.br,,
14931115,2818,80,2,LOJA DO BAIRRO,08,20090328,,,,20150319,3883791,"5948600,4496605",RUA,PAULISTA,3084,LOJA 2,VILA NOVA,29073-262,ES,3205200,27,58745211,27,94311661,,,contato@lojadobairrovilave.com.br,,
86012533,9733,83,2,GLOBAL EIRELI,08,20000528,,,,20010120,6859046,"4341861,8940879,8359201,3615804",RUA,FLORES,3726,ANDAR 3,CENTRO,36306-118,MG,3136702,32,59439555,32,43681285,,,contato@globaleirelijuizde.com.br,,contato@globaleirelijuizde.com.br
11045633,2497,74,2,GLOBAL MAX,02,20200926,,,,19940817,1233782,"5809109,7112674",RODOVIA,SETEMBRO,4438,,CENTRO,69439-095,RR,1400100,95,69306299,,,,,contato@globalmaxboavis.com.br,contato@globalmax2boavis.com.br,
21258833,5549,34,1,GAMA CENTRAL,08,20221017,REORGANIZACAO SOCIETARIA,,,19980805,5157263,"7216538,8084609,3733460",ESTRADA,BRASIL,4226,ANDAR 3,SÃO JOSÉ,69213-198,AM,1302603,92,52298629,,,,,contato@gamacentralmanaus.com.br,,contato@gamacentral3manaus.com.br
54388673,8985,53,2,COMERCIAL LTDA,08,20220908,REORGANIZACAO SOCIETARIA,,,20060227,4368045,"6185773,1968616,5832691,5217733",AVENIDA,BRASIL,1049,FUNDOS,BOA VISTA,38417-413,MG,3170206,34,74085259,,,,,contato@comercialltduberlâ.com.br,,
43663896,7341,59,2,SERVTEC MAX,08,20020425,REGULARIZACAO,,,20220418,9640145,1841531,RUA,GETULIO VARGAS,2495,LOJA 2,SÃO JOSÉ,13516-224,SP,3509502,19,91798967,19,62239734,,,contato@servtecmaxcampin.com.br,contato@servtecmax2campin.com.br,
18392993,6489,01,2,ALFA EXPRESS,08,20230905,REORGANIZACAO SOCIETARIA,,,20031127,4860562,7976610,ALAMEDA,FLORES,5449,LOJA 2,INDUSTRIAL,20260-336,RJ,3304557,21,85254850,21,26896175,,,contato@alfaexpressriodej.com.br,,
43570727,6929,51,1,BETA POPULAR,02,20120514,REGULARIZACAO,,,19990116,8134897,"8439103,3430525,3456070",ESTRADA,TIRADENTES,1550,LOJA 2,BOA VISTA,25645-461,RJ,3301702,21,52921419,,,,,contato@betapopularduqued.com.br,,
37811773,7899,20,2,BETA DO BAIRRO,08,20210329,REGULARIZACAO,,,20191105,6529046,"8562116,1660902",ESTRADA,PAULISTA,6357,,SANTA LUZIA,77914-414,TO,1721000,63,42935837,,,,,contato@betadobairropalmas.com.br,contato@betadobairropalmas.com.br,
94818476,0672,35,1,GLOBAL DO BAIRRO,02,20130216,,,,20190212,6378750,3607411,AVENIDA,SETEMBRO,5888,LOJA 2,SANTA LUZIA,66649-313,PA,1501402,91,24645592,,,,,contato@globaldobairbelém.com.br,,
79916795,0594,98,1,COMERCIAL DO BAIRRO,08,20161116,MUDANCA ENDERECO,,,20190214,2428080,3521279,TRAVESSA,TIRADENTES,17,SALA 101,JARDIM AMÉRICA,65788-010,MA,2111300,98,78644493,,,,,contato@comercialdobsãoluí.com.br,,
30822201,8124,20,2,LOJA ME,02,20020214,REGULARIZACAO,,,20230615,4889877,"7016854,3801742,2055675,2727408",ESTRADA,FLORES,9048,SALA 101,JARDIM AMÉRICA,07240-647,SP,3518800,11,94519906,,,,,contato@lojameguarul.com.br,contato@lojame2guarul.com.br,
44766028,3272,86,2,MERCADINHO ME,08,20201211,,,,19970604,2780752,4293331,RODOVIA,TIRADENTES,6421,LOJA 2,SANTO ANTÔNIO,38793-326,MG,3170206,34,81864456,34,97889599,,,contato@mercadinhomeuberlâ.com.br,,
11135474,8755,57,2,LOJA LTDA,02,20171011,REGULARIZACAO,,,20180103,7071845,"1603103,6303943,2989968",RODOVIA,SETEMBRO,3840,GALPAO,SANTO ANTÔNIO,69788-112,RR,1400100,95,73809964,,,,,contato@lojaltdaboavis.com.br,,
23250723,6980,77,2,MERCADINHO POPULAR,02,20110925,REORGANIZACAO SOCIETARIA,,,20081202,9173321,2003171,TRAVESSA,BRASIL,8844,GALPAO,BOA VISTA,68715-419,AP,1600303,96,36409569,,,,,contato@mercadinhopomacapá.com.br,,
73263376,9128,17,1,ALFA DO BAIRRO,08,20120719,,,,20060413,9181883,"2519603,8170837",RUA,RIO BRANCO,2462,LOJA 2,SANTO ANTÔNIO,49342-074,SE,2800308,79,42306784,,,,,contato@alfadobairroaracaj.com.br,,
20000738,9760,93,2,ALFA MAX,02,20130507,REGULARIZACAO,,,19930610,5500398,"8880317,5877708",AVENIDA,TIRADENTES,302,ANDAR 3,JARDIM AMÉRICA,80766-558,PR,4106902,41,97981038,,,,,contato@alfamaxcuriti.com.br,,
35674971,3538,01,1,LOJA DO BAIRRO,02,20110306,,,,20010615,2599908,6309792,RUA,TIRADENTES,8707,FUNDOS,VILA NOVA,70526-684,DF,5300108,61,86845558,61,85799474,,,contato@lojadobairrobrasíl.com.br,,
16413806,6280,57,2,BETA CENTRAL,02,20160531,MUDANCA ENDERECO,,,20151212,3398083,"6627745,2707017,4911146,4909439",TRAVESSA,FLORES,1429,,CENTRO,65618-833,MA,2111300,98,57277272,,,,,contato@betacentralsãoluí.com.br,,
22461013,2650,57,2,GAMA EIRELI,08,20021103,MUDANCA ENDERECO,,,19990722,4710388,2935090,AVENIDA,SETEMBRO,7903,ANDAR 3,JARDIM AMÉRICA,80657-249,PR,4106902,41,46134083,,,,,contato@gamaeirelicuriti.com.br,,
44564078,9597,03,2,DISTRIBUIDORA ME,08,20000814,REORGANIZACAO SOCIETARIA,,,20100117,4868452,"2312743,9074037",AVENIDA,SETEMBRO,4967,ANDAR 3,SÃO JOSÉ,29495-383,ES,3205309,27,30432929,27,86792013,,,contato@distribuidorvitóri.com.br,contato@distribuidorvitóri.com.br,
52496899,3293,13,1,LOJA ME,08,20180924,MUDANCA ENDERECO,,,20080310,9874883,"8356061,2294929,3949281,9268541",AVENIDA,GETULIO VARGAS,3391,ANDAR 3,SÃO JOSÉ,87257-954,PR,4115200,44,55865431,,,,,contato@lojamemaring.com.br,,
31632286,0868,63,1,COMERCIAL EXPRESS,02,20141222,MUDANCA ENDERECO,,,20240222,5855920,"7367712,8997043,2409854",AVENIDA,TIRADENTES,1137,FUNDOS,SÃO JOSÉ,20850-053,RJ,3304557,21,40669623,,,,,contato@comercialexpriodej.com.br,,
18904815,2011,14,1,ALFA CENTRAL,08,20051211,MUDANCA ENDERECO,,,20120819,8323494,5698713,RODOVIA,TIRADENTES,3472,ANDAR 3,JARDIM AMÉRICA,60483-912,CE,2304400,85,37333125,,,,,contato@alfacentralfortal.com.br,,
54769258,6398,69,1,MERCADINHO EIRELI,02,20050315,MUDANCA ENDERECO,,,19970223,7221714,"6005858,8028722",RODOVIA,PAULISTA,8000,,CENTRO,38430-494,MG,3170206,34,59209186,,,,,contato@mercadinhoeiuberlâ.com.br,,
79538531,9818,03,2,ALFA ME,02,20131223,MUDANCA ENDERECO,,,19980226,4651387,"4212883,2711672,6905950,4028631",RODOVIA,TIRADENTES,6869,ANDAR 3,SÃO JOSÉ,38795-626,MG,3170206,34,67338462,,,,,contato@alfameuberlâ.com.br,,
00019675,8462,09,1,GLOBAL ME,08,20210814,REGULARIZACAO,,,19900724,1566088,7558947,ESTRADA,PAULISTA,9912,ANDAR 3,BOA VISTA,70319-843,DF,5300108,61,54713014,,,,,contato@globalmebrasíl.com.br,,
11551409,4001,90,2,BRASIL MAX,02,20210914,REORGANIZACAO SOCIETARIA,,,19930317,7762126,"2512760,7342057,4541483,4557689",RUA,BRASIL,6165,SALA 101,CENTRO,95142-694,RS,4305108,54,96861671,,,,,contato@brasilmaxcaxias.com.br,,
12155863,1939,88,2,ALFA EIRELI,02,20200210,REORGANIZACAO SOCIETARIA,,,20250513,1091006,"1206487,1688725",RODOVIA,GETULIO VARGAS,573,ANDAR 3,SÃO JOSÉ,59198-650,RN,2408102,84,69487588,84,24247304,,,contato@alfaeirelinatal.com.br,,
52777488,1634,69,2,GLOBAL EIRELI,08,20040317,MUDANCA ENDERECO,,,19980804,6832801,"7550091,7911855,8790574,4366823",AVENIDA,GETULIO VARGAS,5414,LOJA 2,INDUSTRIAL,78922-064,MT,5103403,65,35174648,,,,,contato@globaleirelicuiabá.com.br,,
36319763,9370,67,2,SERVTEC EXPRESS,08,20171106,,,,20200127,3901717,"3211738,7816525,6692796,9678376",RODOVIA,DOS ANDRADAS,6824,GALPAO,SÃO JOSÉ,89990-187,SC,4209102,47,79976774,,,,,contato@servtecexprejoinvi.com.br,,
12756935,9260,96,2,SERVTEC CENTRAL,08,20130501,REORGANIZACAO SOCIETARIA,,,20170525,8690840,"7501553,2274634,3755063",AVENIDA,TIRADENTES,6412,ANDAR 3,INDUSTRIAL,36977-834,MG,3136702,32,35773274,,,,,contato@servteccentrjuizde.com.br,,
41156180,7240,54,1,MERCADINHO MAX,02,20140420,MUDANCA ENDERECO,,,20090201,3519507,"9468865,2256715",TRAVESSA,FLORES,2823,,SANTO ANTÔNIO,38221-750,MG,3170206,34,70005654,34,80633285,,,contato@mercadinhomauberlâ.com.br,,
18737371,3201,07,1,GLOBAL DO BAIRRO,08,20100207,REGULARIZACAO,,,20140208,8379933,"7153973,7035218",TRAVESSA,PAULISTA,2592,,VILA NOVA,01860-644,SP,3550308,11,26121687,,,,,contato@globaldobairsãopau.com.br,,
27640477,4365,33,2,COMERCIAL DO BAIRRO,08,20030130,REORGANIZACAO SOCIETARIA,,,19940310,8337694,"4952255,9921334,4817242",ESTRADA,TIRADENTES,8005,,CENTRO,57820-383,AL,2704302,82,32831923,,,,,contato@comercialdobmaceió.com.br,,contato@comercialdobmaceió.com.br
65532833,7834,04,2,BRASIL POPULAR,02,20011007,MUDANCA ENDERECO,,,20100828,6688238,"2785559,9697057,7703560,1533634",TRAVESSA,GETULIO VARGAS,588,,SÃO JOSÉ,44947-904,BA,2910800,75,22261264,,,,,contato@brasilpopulafeirad.com.br,,
59565730,1716,33,1,GAMA EXPRESS,02,20030103,MUDANCA ENDERECO,,,20090606,9210710,"4489429,1294746,7478443,7888260",ALAMEDA,SETEMBRO,9123,,SANTA LUZIA,80031-127,PR,4106902,41,61367450,,,41,70386433,contato@gamaexpresscuriti.com.br,,
16394487,0156,46,2,LOJA DO BAIRRO,08,20151028,REGULARIZACAO,,,20231225,5740039,"5020120,3303554,9299350",TRAVESSA,PAULISTA,5926,LOJA 2,SÃO JOSÉ,30428-443,MG,3106200,31,39587344,,,,,contato@lojadobairrobeloho.com.br,contato@lojadobairrobeloho.com.br,
03456653,6116,75,2,COMERCIAL POPULAR,02,20010127,REGULARIZACAO,,,20230319,3148091,2760462,TRAVESSA,GETULIO VARGAS,1139,SALA 101,SANTO ANTÔNIO,90056-175,RS,4314902,51,95685646,,,,,contato@comercialpopportoa.com.br,,
34275469,2660,71,2,LOJA ME,02,20161025,REORGANIZACAO SOCIETARIA,,,20230226,3892371,7970199,ESTRADA,BRASIL,4250,ANDAR 3,BOA VISTA,78565-822,MT,5103403,65,88456661,,,,,contato@lojamecuiabá.com.br,,
58149762,9642,18,1,ALFA POPULAR,02,20191018,REORGANIZACAO SOCIETARIA,,,20200215,6453174,2164795,TRAVESSA,FLORES,2991,,VILA NOVA,49375-437,SE,2800308,79,98806075,,,,,contato@alfapopulararacaj.com.br,,
57190864,0286,08,2,GAMA POPULAR,08,20041028,,,,20201010,5319453,6445315,RODOVIA,FLORES,8260,FUNDOS,INDUSTRIAL,76718-587,RO,1100205,69,43677816,,,,,contato@gamapopularportov.com.br,contato@gamapopular2portov.com.br,
05051646,4791,15,2,BETA EXPRESS,02,20140210,,,,19920218,1422381,"9222462,5900164",RUA,FLORES,9492,,INDUSTRIAL,07420-488,SP,3518800,11,45243479,,,,,contato@betaexpressguarul.com.br,,contato@betaexpress3guarul.com.br
55620931,9251,80,2,LOJA DO BAIRRO,08,20200612,MUDANCA ENDERECO,,,19901209,4177902,"5304459,3320715,2899054,3234805",ALAMEDA,BRASIL,527,FUNDOS,SANTO ANTÔNIO,50829-357,PE,2611606,81,65771727,,,,,contato@lojadobairrorecife.com.br,,
45562388,7987,37,1,MERCADINHO DO BAIRRO,02,20050120,REGULARIZACAO,,,19940118,8296405,"6636289,9751063,5109803,9659522",ALAMEDA,DOS ANDRADAS,1186,ANDAR 3,SANTA LUZIA,29680-765,ES,3205002,27,79074740,,,,,contato@mercadinhodoserra.com.br,contato@mercadinhodoserra.com.br,
36216069,2262,24,1,DISTRIBUIDORA ME,02,20130507,MUDANCA ENDERECO,,,20240511,5854042,"6353912,4830121,3471378,2353324",RODOVIA,PAULISTA,2801,SALA 101,VILA NOVA,89272-370,SC,4209102,47,57937716,,,,,contato@distribuidorjoinvi.com.br,,
71178892,4797,48,1,MERCADINHO CENTRAL,08,20251001,MUDANCA ENDERECO,,,19930305,7722090,"9222502,8456688,5460276,8749972",AVENIDA,GETULIO VARGAS,704,,SANTO ANTÔNIO,24958-874,RJ,3303302,21,33255976,,,,,contato@mercadinhoceniteró.com.br,,
14226224,4649,16,2,SERVTEC MAX,02,20000701,REGULARIZACAO,,,19980710,6837196,"9095213,6919626,3702994,6557805",AVENIDA,GETULIO VARGAS,3629,GALPAO,INDUSTRIAL,70072-774,DF,5300108,61,28553866,,,,,contato@servtecmaxbrasíl.com.br,,
35103852,6589,32,2,COMERCIAL DO BAIRRO,08,20020914,MUDANCA ENDERECO,,,19990204,7722055,2520982,ALAMEDA,RIO BRANCO,3742,LOJA 2,SANTA LUZIA,96603-111,RS,4314407,53,53727246,,,,,contato@comercialdobpelota.com.br,,
38835523,0990,32,2,GLOBAL ME,02,20020724,MUDANCA ENDERECO,,,20000605,9143179,"2372070,4301106",ALAMEDA,RIO BRANCO,5890,GALPAO,VILA NOVA,86891-291,PR,4113700,43,46869611,43,25932774,,,contato@globalmelondri.com.br,,
59576882,7545,38,1,DISTRIBUIDORA LTDA,02,20080821,REGULARIZACAO,,,20190412,1470529,1161445,ALAMEDA,PAULISTA,387,,VILA NOVA,95710-820,RS,4305108,54,76591770,,,,,contato@distribuidorcaxias.com.br,,
94027062,7981,78,1,GLOBAL MAX,02,20251024,REORGANIZACAO SOCIETARIA,,,20021014,1208944,"5201765,2361303,8576472",ESTRADA,BRASIL,1820,FUNDOS,BOA VISTA,76451-326,RO,1100205,69,91296476,,,,,contato@globalmaxportov.com.br,,
48465992,4021,29,2,BRASIL MAX,08,20040114,REGULARIZACAO,,,19960221,9991899,"6228566,6573694,7607912,1719407",TRAVESSA,SETEMBRO,1142,ANDAR 3,BOA VISTA,90307-617,RS,4314902,51,52592823,,,,,contato@brasilmaxportoa.com.br,,
40279707,0007,67,1,MERCADINHO ME,02,20070219,REORGANIZACAO SOCIETARIA,,,20210330,9634012,"1017297,6545403",RUA,TIRADENTES,2012,ANDAR 3,SANTA LUZIA,74200-547,GO,5208707,62,85645928,,,,,contato@mercadinhomegoiâni.com.br,,
89523105,3700,55,2,LOJA MAX,08,20150923,MUDANCA ENDERECO,,,19950316,6217092,"4820887,1828791",ESTRADA,FLORES,443,GALPAO,SANTO ANTÔNIO,40239-592,BA,2927408,71,52752054,,,,,contato@lojamaxsalvad.com.br,,
03033349,6269,14,1,LOJA DO BAIRRO,02,20180223,,,,19951210,7299492,"8236694,6928643,7049850",ESTRADA,PAULISTA,5620,,SANTA LUZIA,29053-448,ES,3205002,27,63405009,,,,,contato@lojadobairroserra.com.br,,
96471344,1933,33,2,DISTRIBUIDORA POPULAR,08,20031210,,,,20210219,6968633,7898046,RUA,DOS ANDRADAS,9749,,CENTRO,38632-072,MG,3170206,34,23645916,,,34,74981946,contato@distribuidoruberlâ.com.br,,
05301358,6653,16,1,SERVTEC EXPRESS,02,20071005,,,,20240204,2500134,2705243,RODOVIA,RIO BRANCO,8849,SALA 101,VILA NOVA,49435-241,SE,2800308,79,51704835,79,41517905,,,contato@servtecexprearacaj.com.br,,
14573834,1709,46,2,GLOBAL EXPRESS,08,20010420,REORGANIZACAO SOCIETARIA,,,20110115,6333968,"2539600,4683909,9325032,9978989",ESTRADA,GETULIO VARGAS,883,LOJA 2,JARDIM AMÉRICA,68293-569,AP,1600303,96,52117538,,,,,contato@globalexpresmacapá.com.br,,
97359075,7270,74,1,MERCADINHO EIRELI,02,20060920,MUDANCA ENDERECO,,,20020422,2230746,"1592632,4289791,2162189",ALAMEDA,SETEMBRO,3803,ANDAR 3,JARDIM AMÉRICA,13123-628,SP,3509502,19,54889125,,,,,contato@mercadinhoeicampin.com.br,contato@mercadinhoeicampin.com.br,contato@mercadinhoeicampin.com.br
43860083,7085,80,1,COMERCIAL MAX,02,20141125,REGULARIZACAO,,,19961026,7839789,3582814,RODOVIA,PAULISTA,8183,SALA 101,SÃO JOSÉ,49155-259,SE,2800308,79,43844935,79,69358742,,,contato@comercialmaxaracaj.com.br,,
40523561,0277,79,1,DISTRIBUIDORA DO BAIRRO,02,20100324,MUDANCA ENDERECO,,,19911127,6301533,2826525,ESTRADA,SETEMBRO,7471,GALPAO,SANTO ANTÔNIO,07221-790,SP,3518800,11,32277337,,,,,contato@distribuidorguarul.com.br,,
57421126,8734,06,2,GLOBAL LTDA,08,20161027,,,,20200712,8557260,"3531528,7932667,3108542,7922496",ESTRADA,TIRADENTES,3748,GALPAO,BOA VISTA,25217-681,RJ,3301702,21,66742088,21,53631024,,,contato@globalltdaduqued.com.br,,
65065901,7428,29,2,ALFA EIRELI,02,20030103,,,,19990520,7971138,"9547900,9607009",RUA,TIRADENTES,2131,SALA 101,SANTA LUZIA,89517-061,SC,4209102,47,40142381,,,,,contato@alfaeirelijoinvi.com.br,,
56975081,7548,15,2,LOJA EIRELI,08,20170913,,,,20241115,3274316,"1513313,1751518,9227323,3332214",AVENIDA,BRASIL,9243,SALA 101,SANTA LUZIA,69564-600,RR,1400100,95,95258355,,,,,contato@lojaeireliboavis.com.br,contato@lojaeireli2boavis.com.br,
66469096,5790,52,2,GLOBAL EIRELI,08,20251231,,,,20181216,5473014,"4529801,5808163,1562621",TRAVESSA,DOS ANDRADAS,5576,GALPAO,JARDIM AMÉRICA,59533-113,RN,2408102,84,48282556,84,95708480,,,contato@globaleirelinatal.com.br,,
94249012,6847,03,1,DISTRIBUIDORA DO BAIRRO,02,20150422,REORGANIZACAO SOCIETARIA,,,20081211,9066513,"9657768,3584182,5363089,3797921",ALAMEDA,TIRADENTES,7759,GALPAO,INDUSTRIAL,64809-915,PI,2211001,86,32288226,,,,,contato@distribuidorteresi.com.br,,
83650853,6353,86,1,MERCADINHO LTDA,08,20060903,,,,20070917,3938687,6153435,AVENIDA,TIRADENTES,7819,,SANTA LUZIA,78802-813,MT,5103403,65,72077056,,,,,contato@mercadinholtcuiabá.com.br,,
32995939,9011,12,1,BRASIL EIRELI,08,20221220,REGULARIZACAO,,,20190929,7985945,4994528,RODOVIA,GETULIO VARGAS,7095,GALPAO,SÃO JOSÉ,29964-440,ES,3205200,27,31063224,,,,,contato@brasileirelivilave.com.br,,
47406955,0523,16,1,BETA LTDA,08,20151220,MUDANCA ENDERECO,,,20250206,3464722,"6630761,2722907,3901092",TRAVESSA,DOS ANDRADAS,9216,LOJA 2,JARDIM AMÉRICA,86821-286,PR,4113700,43,55235888,,,,,contato@betaltdalondri.com.br,,
75452392,2258,12,1,DISTRIBUIDORA DO BAIRRO,08,20081111,REGULARIZACAO,,,20000829,6370807,"9727148,4852256",ESTRADA,BRASIL,9389,GALPAO,BOA VISTA,65187-763,MA,2111300,98,72195424,,,,,contato@distribuidorsãoluí.com.br,,
85244177,7171,27,2,SERVTEC MAX,08,20010623,MUDANCA ENDERECO,,,20251122,5510784,"1164074,3570466,4287093,2017481",RODOVIA,DOS ANDRADAS,6709,ANDAR 3,CENTRO,38494-571,MG,3170206,34,84694220,,,,,contato@servtecmaxuberlâ.com.br,,
83011541,8017,13,1,GLOBAL POPULAR,08,20070415,REGULARIZACAO,,,19950827,6934261,"3535232,3378907,8563493,8704694",ALAMEDA,BRASIL,2746,,JARDIM AMÉRICA,66549-814,PA,1501402,91,93051674,91,23863158,,,contato@globalpopulabelém.com.br,,
66927749,4064,95,1,DISTRIBUIDORA MAX,08,20161220,,,,20010108,3607622,"3772605,6304120,2447947,6813775",ALAMEDA,BRASIL,720,LOJA 2,SANTA LUZIA,95436-328,RS,4305108,54,35249224,,,,,contato@distribuidorcaxias.com.br,,
67487903,4427,07,2,MERCADINHO DO BAIRRO,08,20221217,,,,20230516,8184872,3189921,ALAMEDA,FLORES,5346,LOJA 2,JARDIM AMÉRICA,25693-978,RJ,3301702,21,63209835,,,,,contato@mercadinhododuqued.com.br,,
87655030,9172,49,1,COMERCIAL POPULAR,02,20150731,REORGANIZACAO SOCIETARIA,,,20101221,1764265,6668889,TRAVESSA,DOS ANDRADAS,7469,GALPAO,VILA NOVA,44247-730,BA,2910800,75,54027683,75,22771232,,,contato@comercialpopfeirad.com.br,contato@comercialpopfeirad.com.br,
06194224,6708,87,1,LOJA DO BAIRRO,08,20221111,MUDANCA ENDERECO,,,20030203,4948401,6234259,ALAMEDA,PAULISTA,5940,FUNDOS,VILA NOVA,60875-015,CE,2304400,85,96053606,,,,,contato@lojadobairrofortal.com.br,contato@lojadobairrofortal.com.br,
47623905,2784,60,1,SERVTEC POPULAR,08,20200909,,,,20220530,3664749,7728926,TRAVESSA,FLORES,1758,ANDAR 3,SÃO JOSÉ,88257-001,SC,4205407,48,72417420,,,,,contato@servtecpopulfloria.com.br,,
43099658,4959,27,2,BETA EIRELI,02,20210715,REORGANIZACAO SOCIETARIA,,,20190404,2578315,"2349590,9298852,7093073",TRAVESSA,BRASIL,9062,SALA 101,INDUSTRIAL,77519-532,TO,1721000,63,55633743,,,,,contato@betaeirelipalmas.com.br,,
57434908,3643,97,2,LOJA LTDA,08,20071205,REORGANIZACAO SOCIETARIA,,,20080120,7507660,"2449991,7039523",ALAMEDA,RIO BRANCO,6977,ANDAR 3,SANTO ANTÔNIO,32603-715,MG,3118601,31,32969436,,,,,contato@lojaltdacontag.com.br,,
49207388,8278,43,1,SERVTEC DO BAIRRO,08,20040624,REORGANIZACAO SOCIETARIA,,,20120430,2773055,"7662314,6830395,2657153,1281854",AVENIDA,DOS ANDRADAS,3639,ANDAR 3,BOA VISTA,79754-829,MS,5002704,67,62323468,67,82174619,,,contato@servtecdobaicampog.com.br,,
32791816,9654,26,1,GAMA EIRELI,08,20100401,,,,20140127,5641094,8873491,TRAVESSA,GETULIO VARGAS,2452,ANDAR 3,INDUSTRIAL,50422-069,PE,2611606,81,86893176,,,,,contato@gamaeirelirecife.com.br,,
57428685,4370,44,2,GAMA ME,02,20011123,MUDANCA ENDERECO,,,19980829,7620241,"2161068,2035891,8370131,1801849",RODOVIA,GETULIO VARGAS,3787,GALPAO,JARDIM AMÉRICA,80884-900,PR,4106902,41,21155956,,,,,contato@gamamecuriti.com.br,contato@gamame2curiti.com.br,
99548437,1773,40,1,SERVTEC CENTRAL,02,20071111,REORGANIZACAO SOCIETARIA,,,19911023,5610146,"2784006,5139289,7390459,6351826",ESTRADA,SETEMBRO,7471,FUNDOS,SANTA LUZIA,90669-744,RS,4314902,51,47808423,,,,,contato@servteccentrportoa.com.br,,
56299981,2180,22,2,BRASIL DO BAIRRO,02,20031123,REGULARIZACAO,,,20191003,6737580,7025095,ESTRADA,TIRADENTES,6697,LOJA 2,INDUSTRIAL,80268-392,PR,4106902,41,28739275,,,,,contato@brasildobaircuriti.com.br,,
29723044,9583,23,1,MERCADINHO DO BAIRRO,02,20080602,REORGANIZACAO SOCIETARIA,,,20230215,1147745,1137686,AVENIDA,SETEMBRO,3253,SALA 101,SANTA LUZIA,70736-448,DF,5300108,61,53544607,,,,,contato@mercadinhodobrasíl.com.br,,
00049976,3833,59,1,LOJA EXPRESS,08,20031012,REGULARIZACAO,,,20230205,2812105,"5809045,7330034,9597467,2947238",ESTRADA,SETEMBRO,3110,GALPAO,BOA VISTA,79238-469,MS,5002704,67,87096445,,,,,contato@lojaexpresscampog.com.br,contato@lojaexpress2campog.com.br,
93118769,2750,24,2,BRASIL CENTRAL,02,20200217,MUDANCA ENDERECO,,,20020728,9615797,"4281941,8466511,2468919,3076198",AVENIDA,DOS ANDRADAS,8502,SALA 101,BOA VISTA,29470-699,ES,3205309,27,31351205,,,,,contato@brasilcentravitóri.com.br,contato@brasilcentravitóri.com.br,
88782879,4539,33,2,ALFA EXPRESS,02,20250206,,,,20000311,7007509,5445818,RUA,FLORES,2801,,JARDIM AMÉRICA,96082-308,RS,4314407,53,89109712,,,,,contato@alfaexpresspelota.com.br,,
48591742,7362,14,1,GAMA ME,08,20250308,REORGANIZACAO SOCIETARIA,,,19910211,1537977,"4668280,3723408,5784808",TRAVESSA,BRASIL,2525,FUNDOS,SÃO JOSÉ,80855-334,PR,4106902,41,92632914,41,93654072,,,contato@gamamecuriti.com.br,,
54920706,3409,62,1,MERCADINHO LTDA,08,20000623,,,,20180502,8637174,"1708672,9725977,7921154,5507167",ESTRADA,BRASIL,1152,,VILA NOVA,95310-232,RS,4305108,54,25602903,,,,,contato@mercadinholtcaxias.com.br,contato@mercadinholtcaxias.com.br,
